state_fips_code,county_fips_code,postal_code,name,poverty_estimate_all_ages,90_ci_lower_bound,90_ci_upper_bound,poverty_percent_all_ages,90_ci_lower_bound_2,90_ci_upper_bound_2,median_household_income,90_ci_lower_bound_3,90_ci_upper_bound_3
8,123,CO,Weld County,28515,24420,32610,10.5,9,12,61501,58843,64159
8,125,CO,Yuma County,1394,1096,1692,14,11,17,46838,42137,51539
9,0,CT,Connecticut,375281,364395,386167,10.8,10.5,11.1,70007,69219,70795
9,1,CT,Fairfield County,83132,75328,90936,9,8.2,9.8,85336,82686,87986
9,3,CT,Hartford County,106078,98254,113902,12.2,11.3,13.1,65809,64332,67286
9,5,CT,Litchfield County,14015,11666,16364,7.7,6.4,9,73413,70929,75897
9,7,CT,Middlesex County,12636,10739,14533,7.9,6.7,9.1,76365,71817,80913
9,9,CT,New Haven County,108729,100481,116977,13,12,14,60387,58809,61965
9,11,CT,New London County,28868,25191,32545,11.1,9.7,12.5,65813,63594,68032
9,13,CT,Tolland County,10253,8498,12008,7.5,6.2,8.8,78653,75528,81778
9,15,CT,Windham County,11570,9270,13870,10.3,8.3,12.3,57547,53473,61621
10,0,DE,Delaware,118032,113079,122985,13,12.5,13.5,59853,58463,61243
10,1,DE,Kent County,23484,20241,26727,14.1,12.2,16,54271,51622,56920
10,3,DE,New Castle County,65642,60628,70656,12.3,11.4,13.2,64632,62141,67123
10,5,DE,Sussex County,28907,25289,32525,13.9,12.2,15.6,53316,50585,56047
11,0,DC,District of Columbia,114790,108967,120613,18.4,17.5,19.3,69992,68375,71609
11,1,DC,District of Columbia,114790,108967,120613,18.4,17.5,19.3,69992,68375,71609
12,0,FL,Florida,3231142,3187670,3274614,16.6,16.4,16.8,47439,47113,47765
12,1,FL,Alachua County,52756,47913,57599,21.6,19.6,23.6,44325,41434,47216
12,3,FL,Baker County,4826,3940,5712,19.6,16,23.2,47121,42324,51918
12,5,FL,Bay County,27165,22977,31353,15.6,13.2,18,44800,41867,47733
12,7,FL,Bradford County,5287,4320,6254,22.6,18.5,26.7,39980,35954,44006
12,9,FL,Brevard County,79657,72102,87212,14.5,13.1,15.9,47973,46271,49675
12,11,FL,Broward County,268418,250142,286694,14.5,13.5,15.5,51485,50524,52446
12,13,FL,Calhoun County,2800,2115,3485,22.3,16.8,27.8,35256,31845,38667
12,15,FL,Charlotte County,19704,16343,23065,11.9,9.9,13.9,43242,41050,45434
12,17,FL,Citrus County,27449,24009,30889,20.1,17.6,22.6,36383,34209,38557
12,19,FL,Clay County,21658,18386,24930,10.9,9.2,12.6,58539,55033,62045
12,21,FL,Collier County,49211,44406,54016,14.3,12.9,15.7,58403,55663,61143
12,23,FL,Columbia County,13604,11432,15776,21.7,18.2,25.2,38484,35742,41226
12,27,FL,DeSoto County,9434,7859,11009,29.7,24.7,34.7,36945,34255,39635
12,29,FL,Dixie County,3911,3077,4745,27.1,21.3,32.9,32121,28954,35288
12,31,FL,Duval County,159748,149136,170360,18.2,17,19.4,46013,44573,47453
12,33,FL,Escambia County,44320,37122,51518,15.3,12.8,17.8,46139,44399,47879
12,35,FL,Flagler County,11775,9682,13868,11.6,9.5,13.7,51556,49968,53144
12,37,FL,Franklin County,2507,1953,3061,25.3,19.7,30.9,36788,33631,39945
12,39,FL,Gadsden County,11119,9468,12770,25.6,21.8,29.4,35849,32724,38974
12,41,FL,Gilchrist County,3139,2513,3765,19.8,15.8,23.8,40788,36872,44704
12,43,FL,Glades County,2559,1995,3123,21.1,16.4,25.8,38783,34775,42791
12,45,FL,Gulf County,2836,2174,3498,23.1,17.7,28.5,38419,34421,42417
12,47,FL,Hamilton County,3653,2959,4347,31.7,25.7,37.7,31734,28612,34856
12,49,FL,Hardee County,7642,6427,8857,29.9,25.1,34.7,35371,31915,38827
12,51,FL,Hendry County,9581,7790,11372,25.3,20.6,30,38494,34912,42076
12,53,FL,Hernando County,26629,23171,30087,15.3,13.3,17.3,40094,37853,42335
12,55,FL,Highlands County,18898,15794,22002,19.5,16.3,22.7,35787,33669,37905
12,57,FL,Hillsborough County,217968,204317,231619,16.8,15.7,17.9,50758,49897,51619
12,59,FL,Holmes County,4743,3903,5583,26.7,22,31.4,35651,32753,38549
12,61,FL,Indian River County,21098,17459,24737,14.7,12.2,17.2,47548,44032,51064
12,63,FL,Jackson County,9787,8148,11426,24.3,20.2,28.4,36876,33612,40140
12,65,FL,Jefferson County,2285,1738,2832,18,13.7,22.3,40205,36328,44082
12,67,FL,Lafayette County,1791,1400,2182,25.6,20,31.2,38071,33973,42169
12,69,FL,Lake County,42954,37065,48843,13.8,11.9,15.7,46895,44754,49036
12,71,FL,Lee County,107493,99899,115087,16,14.9,17.1,49147,47631,50663
12,73,FL,Leon County,62734,58347,67121,23.3,21.7,24.9,45463,42986,47940
12,75,FL,Levy County,8323,6660,9986,21.2,17,25.4,37433,34786,40080
12,77,FL,Liberty County,1544,1200,1888,24.7,19.2,30.2,38473,35507,41439
12,79,FL,Madison County,4567,3770,5364,27.7,22.9,32.5,33017,29470,36564
12,81,FL,Manatee County,49017,43651,54383,14.1,12.6,15.6,51673,50128,53218
12,83,FL,Marion County,58576,51240,65912,17.8,15.6,20,39860,38202,41518
12,85,FL,Martin County,18091,15198,20984,12.1,10.2,14,55472,52649,58295
12,86,FL,Miami-Dade County,535148,507596,562700,20.4,19.3,21.5,42754,41720,43788
12,87,FL,Monroe County,10626,8895,12357,14,11.7,16.3,57411,54575,60247
12,89,FL,Nassau County,8859,7411,10307,11.7,9.8,13.6,56728,51759,61697
12,91,FL,Okaloosa County,23680,20455,26905,12.4,10.7,14.1,55952,52522,59382
12,93,FL,Okeechobee County,9472,8032,10912,25.9,22,29.8,37065,33871,40259
12,95,FL,Orange County,222654,206477,238831,18.2,16.9,19.5,47069,45721,48417
12,97,FL,Osceola County,59222,52857,65587,19.3,17.2,21.4,42945,40456,45434
12,99,FL,Palm Beach County,204862,189946,219778,14.9,13.8,16,52225,51032,53418
12,101,FL,Pasco County,70125,62854,77396,14.7,13.2,16.2,45219,43938,46500
12,103,FL,Pinellas County,139881,129268,150494,15.2,14,16.4,45162,44085,46239
12,105,FL,Polk County,112539,102815,122263,18.1,16.5,19.7,42768,40997,44539
12,107,FL,Putnam County,20167,17329,23005,28.5,24.5,32.5,32054,29478,34630
12,109,FL,St. Johns County,17572,14191,20953,8.2,6.6,9.8,66560,64057,69063
12,111,FL,St. Lucie County,49752,43684,55820,17.3,15.2,19.4,42722,40183,45261
12,113,FL,Santa Rosa County,17564,14408,20720,11.2,9.2,13.2,58587,54769,62405
12,115,FL,Sarasota County,42343,36485,48201,10.8,9.3,12.3,52109,50672,53546
12,117,FL,Seminole County,51782,45165,58399,11.8,10.3,13.3,56443,54253,58633
12,119,FL,Sumter County,11528,9274,13782,10.9,8.8,13,51907,48276,55538
12,121,FL,Suwannee County,9559,7490,11628,23.7,18.6,28.8,38177,35104,41250
12,123,FL,Taylor County,4475,3455,5495,23.4,18.1,28.7,36374,32720,40028
12,125,FL,Union County,2515,1967,3063,24.3,19,29.6,40207,36129,44285
12,127,FL,Volusia County,87670,79646,95694,17.7,16.1,19.3,40881,39563,42199
12,129,FL,Wakulla County,4185,3262,5108,15.1,11.8,18.4,51642,47269,56015
12,131,FL,Walton County,9357,7748,10966,15.8,13.1,18.5,46867,43244,50490
12,133,FL,Washington County,4348,3316,5380,20,15.2,24.8,36482,33099,39865
13,0,GA,Georgia,1802783,1775584,1829982,18.4,18.1,18.7,49240,48708,49772
13,1,GA,Appling County,4495,3675,5315,24.9,20.4,29.4,36642,33032,40252
13,3,GA,Atkinson County,2163,1740,2586,26.5,21.3,31.7,31740,28372,35108
13,5,GA,Bacon County,2837,2269,3405,25.9,20.7,31.1,34201,30961,37441
13,7,GA,Baker County,886,687,1085,27.3,21.2,33.4,43115,40372,45858
13,9,GA,Baldwin County,11809,10207,13411,29.5,25.5,33.5,37008,33136,40880
13,11,GA,Banks County,3077,2446,3708,16.9,13.4,20.4,46018,41879,50157
13,13,GA,Barrow County,9440,7694,11186,13,10.6,15.4,49698,46420,52976
13,15,GA,Bartow County,14398,12001,16795,14.3,11.9,16.7,51440,47844,55036
13,17,GA,Ben Hill County,4881,3946,5816,28.5,23,34,31081,28413,33749
13,19,GA,Berrien County,4923,4119,5727,26.7,22.3,31.1,35078,31444,38712
13,21,GA,Bibb County,41742,37804,45680,28.2,25.5,30.9,36014,33984,38044
13,23,GA,Bleckley County,2668,2178,3158,23.2,18.9,27.5,40454,36118,44790
13,25,GA,Brantley County,3973,3170,4776,21.7,17.3,26.1,36865,33147,40583
13,27,GA,Brooks County,4410,3635,5185,28.8,23.7,33.9,32903,29702,36104
13,29,GA,Bryan County,4012,3236,4788,11.9,9.6,14.2,66556,60143,72969
13,31,GA,Bulloch County,20890,18650,23130,31.4,28,34.8,36315,32830,39800
13,33,GA,Burke County,6968,5850,8086,31.1,26.1,36.1,35055,32078,38032
13,35,GA,Butts County,4474,3674,5274,21.3,17.5,25.1,41505,37136,45874
13,37,GA,Calhoun County,1838,1452,2224,38.5,30.4,46.6,30760,27556,33964
13,39,GA,Camden County,5980,4581,7379,12,9.2,14.8,51793,48770,54816
13,43,GA,Candler County,3069,2500,3638,29.1,23.7,34.5,31829,28644,35014
13,45,GA,Carroll County,24983,21870,28096,22.9,20,25.8,43442,39801,47083
13,47,GA,Catoosa County,8217,6430,10004,12.6,9.8,15.4,50728,46959,54497
13,49,GA,Charlton County,2946,2293,3599,29.5,22.9,36.1,34312,30705,37919
13,51,GA,Chatham County,48234,43221,53247,17.9,16,19.8,50154,48552,51756
13,53,GA,Chattahoochee County,1606,1228,1984,18.8,14.4,23.2,45933,41071,50795
13,55,GA,Chattooga County,4944,3994,5894,21.1,17,25.2,34830,31410,38250
13,57,GA,Cherokee County,21331,18010,24652,9.3,7.8,10.8,71168,66835,75501
13,59,GA,Clarke County,41889,38623,45155,37.8,34.8,40.8,31487,29389,33585
13,61,GA,Clay County,1132,923,1341,37.3,30.4,44.2,27512,24561,30463
13,63,GA,Clayton County,60123,54902,65344,22.9,20.9,24.9,42985,41605,44365
13,65,GA,Clinch County,1919,1559,2279,28.5,23.2,33.8,31577,28190,34964
13,67,GA,Cobb County,93604,83972,103236,13,11.7,14.3,66970,64994,68946
13,69,GA,Coffee County,11140,9290,12990,28.1,23.4,32.8,33125,30121,36129
13,71,GA,Colquitt County,11982,10257,13707,26.5,22.7,30.3,33509,30889,36129
13,73,GA,Columbia County,13098,11159,15037,9.5,8.1,10.9,68067,64634,71500
13,75,GA,Cook County,4438,3680,5196,26.1,21.7,30.5,32408,29295,35521
13,77,GA,Coweta County,16804,14481,19127,12.5,10.8,14.2,60809,56848,64770
13,79,GA,Crawford County,2437,1910,2964,19.9,15.6,24.2,43111,38662,47560
13,81,GA,Crisp County,7327,5921,8733,32.5,26.3,38.7,31176,27971,34381
13,83,GA,Dade County,2519,2009,3029,16.4,13.1,19.7,42953,38615,47291
13,85,GA,Dawson County,2671,2121,3221,11.8,9.4,14.2,57491,52227,62755
13,87,GA,Decatur County,7244,5992,8496,27.7,22.9,32.5,33968,30444,37492
13,89,GA,DeKalb County,144818,135465,154171,20.4,19.1,21.7,50597,49296,51898
13,91,GA,Dodge County,4952,3970,5934,25.9,20.8,31,32293,28992,35594
13,93,GA,Dooly County,3731,2944,4518,30.4,24,36.8,31103,27779,34427
13,95,GA,Dougherty County,28119,25005,31233,31.7,28.2,35.2,32150,30171,34129
13,97,GA,Douglas County,19423,16064,22782,14.2,11.7,16.7,54581,50791,58371
13,99,GA,Early County,3089,2487,3691,29.9,24.1,35.7,34906,31945,37867
13,101,GA,Echols County,1078,863,1293,27.1,21.7,32.5,34444,30783,38105
13,103,GA,Effingham County,6031,4741,7321,11,8.6,13.4,61195,57647,64743
13,105,GA,Elbert County,4101,3255,4947,21.4,17,25.8,35351,32189,38513
13,107,GA,Emanuel County,7134,5977,8291,32.7,27.4,38,30119,27094,33144
13,109,GA,Evans County,2792,2223,3361,26.6,21.2,32,33293,29961,36625
13,111,GA,Fannin County,4612,3776,5448,19.6,16.1,23.1,37813,34520,41106
13,113,GA,Fayette County,7479,6030,8928,6.9,5.6,8.2,79069,73976,84162
13,115,GA,Floyd County,19408,16324,22492,21.1,17.7,24.5,41814,38814,44814
13,117,GA,Forsyth County,12863,10634,15092,6.3,5.2,7.4,86413,83731,89095
13,119,GA,Franklin County,5227,4487,5967,24.4,21,27.8,38055,34099,42011
13,121,GA,Fulton County,168027,155757,180297,17.4,16.1,18.7,55516,53942,57090
13,123,GA,Gilmer County,5623,4638,6608,19.7,16.3,23.1,40010,36038,43982
13,125,GA,Glascock County,574,447,701,19.4,15.1,23.7,39643,36289,42997
13,127,GA,Glynn County,15666,13429,17903,19.3,16.5,22.1,46737,44014,49460
13,129,GA,Gordon County,9800,8339,11261,17.8,15.2,20.4,43880,40252,47508
13,131,GA,Grady County,6583,5546,7620,26.2,22.1,30.3,35237,31745,38729
13,133,GA,Greene County,3984,3340,4628,24.4,20.4,28.4,42823,38328,47318
13,135,GA,Gwinnett County,116888,107202,126574,13.4,12.3,14.5,59858,57296,62420
13,137,GA,Habersham County,6320,5063,7577,15.3,12.3,18.3,40994,37745,44243
13,139,GA,Hall County,31582,27685,35479,16.8,14.7,18.9,52238,49277,55199
13,141,GA,Hancock County,2585,2050,3120,35.3,28,42.6,26309,23465,29153
13,143,GA,Haralson County,5300,4206,6394,18.8,14.9,22.7,40387,36514,44260
13,145,GA,Harris County,3071,2438,3704,9.5,7.5,11.5,66249,60230,72268
13,147,GA,Hart County,5284,4304,6264,21.4,17.4,25.4,38564,34692,42436
13,149,GA,Heard County,2174,1707,2641,19,14.9,23.1,41348,37287,45409
13,151,GA,Henry County,29088,25834,32342,13.7,12.2,15.2,60388,55891,64885
13,153,GA,Houston County,25310,22016,28604,17.2,15,19.4,53027,48952,57102
13,155,GA,Irwin County,2133,1699,2567,25.3,20.2,30.4,35955,32082,39828
13,157,GA,Jackson County,8283,6723,9843,13.5,10.9,16.1,51931,49129,54733
13,159,GA,Jasper County,2424,1928,2920,18.2,14.5,21.9,41818,37627,46009
13,161,GA,Jeff Davis County,3635,2981,4289,24.8,20.3,29.3,35235,31850,38620
13,163,GA,Jefferson County,4154,3363,4945,26.4,21.4,31.4,30835,27791,33879
13,165,GA,Jenkins County,2727,2108,3346,34.6,26.8,42.4,30678,27876,33480
13,167,GA,Johnson County,2418,1901,2935,30.4,23.9,36.9,29818,26688,32948
13,169,GA,Jones County,4119,3337,4901,14.5,11.7,17.3,51749,46739,56759
13,171,GA,Lamar County,3605,2959,4251,21.3,17.5,25.1,40339,36056,44622
13,173,GA,Lanier County,2417,1909,2925,23.9,18.9,28.9,37113,33242,40984
13,175,GA,Laurens County,11903,10107,13699,25.4,21.6,29.2,35807,32351,39263
13,177,GA,Lee County,3331,2691,3971,11.8,9.5,14.1,64533,58699,70367
13,179,GA,Liberty County,10742,8641,12843,17.2,13.8,20.6,41682,39397,43967
13,181,GA,Lincoln County,1354,1041,1667,17.9,13.7,22.1,39484,35480,43488
13,183,GA,Long County,3666,2923,4409,21.9,17.5,26.3,43193,39728,46658
13,185,GA,Lowndes County,26225,23095,29355,24.5,21.6,27.4,38887,35811,41963
13,187,GA,Lumpkin County,5297,4373,6221,18.6,15.4,21.8,44653,40463,48843
13,189,GA,McDuffie County,5817,5050,6584,27.6,24,31.2,37413,33502,41324
13,191,GA,McIntosh County,3290,2673,3907,23.3,18.9,27.7,37603,34004,41202
13,193,GA,Macon County,4054,3286,4822,34.1,27.7,40.5,29430,26308,32552
13,195,GA,Madison County,5534,4653,6415,19.7,16.6,22.8,45557,42038,49076
13,197,GA,Marion County,2255,1805,2705,25.9,20.7,31.1,36055,32871,39239
13,199,GA,Meriwether County,4931,4073,5789,23.6,19.5,27.7,37243,33650,40836
13,201,GA,Miller County,1460,1164,1756,25.1,20,30.2,35276,31613,38939
13,205,GA,Mitchell County,6693,5526,7860,32.6,26.9,38.3,32711,29782,35640
13,207,GA,Monroe County,3815,3064,4566,14.8,11.9,17.7,53542,48414,58670
13,209,GA,Montgomery County,1860,1439,2281,22.4,17.3,27.5,36436,32823,40049
13,211,GA,Morgan County,2673,2093,3253,15,11.7,18.3,50295,45575,55015
13,213,GA,Murray County,7283,5923,8643,18.7,15.2,22.2,40976,37394,44558
13,215,GA,Muscogee County,42237,37861,46613,21.9,19.6,24.2,41783,39435,44131
13,217,GA,Newton County,19738,17201,22275,19.4,16.9,21.9,48058,44261,51855
13,219,GA,Oconee County,2755,2159,3351,7.9,6.2,9.6,80631,73314,87948
13,221,GA,Oglethorpe County,2291,1797,2785,15.8,12.4,19.2,46840,42906,50774
13,223,GA,Paulding County,15777,13142,18412,10.7,8.9,12.5,63964,60286,67642
13,225,GA,Peach County,5589,4428,6750,21.7,17.2,26.2,40550,36593,44507
13,227,GA,Pickens County,3655,2893,4417,12.3,9.7,14.9,51047,46717,55377
13,229,GA,Pierce County,3540,2782,4298,18.9,14.9,22.9,40526,36662,44390
13,231,GA,Pike County,2405,1982,2828,13.7,11.3,16.1,50395,45979,54811
13,233,GA,Polk County,8351,6701,10001,20.6,16.5,24.7,38847,35078,42616
13,235,GA,Pulaski County,2453,1920,2986,23.9,18.7,29.1,36128,33797,38459
13,237,GA,Putnam County,3967,3106,4828,18.9,14.8,23,42125,37790,46460
13,239,GA,Quitman County,682,534,830,29.5,23.1,35.9,29477,26397,32557
13,241,GA,Rabun County,3287,2781,3793,20.6,17.4,23.8,38449,34500,42398
13,243,GA,Randolph County,2496,2062,2930,36.3,30,42.6,25807,22992,28622
13,245,GA,Richmond County,49562,44206,54918,26,23.2,28.8,36012,34150,37874
13,247,GA,Rockdale County,14983,12854,17112,17.3,14.8,19.8,48287,45162,51412
13,249,GA,Schley County,1035,834,1236,20.1,16.2,24,39601,35494,43708
13,251,GA,Screven County,3584,2859,4309,26.2,20.9,31.5,34012,31097,36927
13,253,GA,Seminole County,2258,1764,2752,26.4,20.6,32.2,37672,34724,40620
13,255,GA,Spalding County,17205,15034,19376,27.4,23.9,30.9,35555,32382,38728
13,257,GA,Stephens County,5184,4142,6226,20.9,16.7,25.1,36870,33184,40556
13,259,GA,Stewart County,1664,1291,2037,39.4,30.6,48.2,27635,24641,30629
13,261,GA,Sumter County,9996,8768,11224,33.9,29.7,38.1,34017,31056,36978
13,263,GA,Talbot County,1513,1180,1846,23.8,18.6,29,33370,30090,36650
13,265,GA,Taliaferro County,545,435,655,32.3,25.8,38.8,28716,25804,31628
13,267,GA,Tattnall County,5833,4583,7083,28.2,22.2,34.2,34010,30726,37294
13,269,GA,Taylor County,2114,1686,2542,25.4,20.3,30.5,32815,29578,36052
13,271,GA,Telfair County,4274,3315,5233,33.7,26.1,41.3,29244,26456,32032
13,273,GA,Terrell County,2632,2049,3215,29.8,23.2,36.4,34604,31648,37560
13,275,GA,Thomas County,10827,9284,12370,24.5,21,28,36973,33592,40354
13,277,GA,Tift County,11178,9730,12626,28.6,24.9,32.3,36303,33095,39511
13,279,GA,Toombs County,6586,5275,7897,24.5,19.6,29.4,34008,30527,37489
13,281,GA,Towns County,1817,1462,2172,18.1,14.6,21.6,39453,35648,43258
13,283,GA,Treutlen County,1752,1346,2158,27.1,20.8,33.4,32536,29387,35685
13,285,GA,Troup County,13099,11040,15158,19.5,16.4,22.6,41141,38025,44257
13,287,GA,Turner County,2472,1973,2971,31.7,25.3,38.1,32171,28974,35368
13,289,GA,Twiggs County,2309,1915,2703,28.1,23.3,32.9,36886,32893,40879
13,291,GA,Union County,3260,2473,4047,15.1,11.5,18.7,40667,36383,44951
13,293,GA,Upson County,6661,5739,7583,25.9,22.3,29.5,34867,32423,37311
13,295,GA,Walker County,13348,11507,15189,20,17.2,22.8,39078,35532,42624
13,297,GA,Walton County,13499,11524,15474,15.6,13.3,17.9,52082,49310,54854
13,299,GA,Ware County,9595,8182,11008,28.8,24.6,33,34288,31122,37454
13,301,GA,Warren County,1573,1253,1893,28.9,23,34.8,31623,28250,34996
13,303,GA,Washington County,5734,4841,6627,30.2,25.5,34.9,36137,32587,39687
13,305,GA,Wayne County,7032,5764,8300,25.5,20.9,30.1,41093,37526,44660
13,307,GA,Webster County,603,469,737,22.8,17.7,27.9,33893,30236,37550
13,309,GA,Wheeler County,2103,1624,2582,38.9,30.1,47.7,30264,27015,33513
13,311,GA,White County,4606,3719,5493,16.9,13.6,20.2,42126,38668,45584
13,313,GA,Whitfield County,21240,18711,23769,20.7,18.2,23.2,43731,39594,47868
13,315,GA,Wilcox County,2113,1642,2584,30.7,23.9,37.5,32722,29625,35819
13,317,GA,Wilkes County,2617,2157,3077,26.7,22,31.4,32042,29081,35003
13,319,GA,Wilkinson County,2130,1723,2537,23.2,18.8,27.6,34512,31752,37272
13,321,GA,Worth County,4692,3846,5538,22.6,18.5,26.7,40382,36894,43870
15,0,HI,Hawaii,158266,151850,164682,11.5,11,12,69549,68236,70862
15,1,HI,Hawaii County,34598,30030,39166,18.1,15.7,20.5,51887,49875,53899
15,3,HI,Honolulu County,93994,86946,101042,9.8,9.1,10.5,73985,72489,75481
15,5,HI,Kalawao County,,,,,,,,,
15,7,HI,Kauai County,8570,7033,10107,12.3,10.1,14.5,58883,54504,63262
15,9,HI,Maui County,21103,17925,24281,13.1,11.1,15.1,64916,62156,67676
16,0,ID,Idaho,237604,230083,245125,14.8,14.3,15.3,47572,46434,48710
16,1,ID,Ada County,48083,43615,52551,11.6,10.5,12.7,57908,55704,60112
16,3,ID,Adams County,569,431,707,14.9,11.3,18.5,40777,37121,44433
16,5,ID,Bannock County,14116,12048,16184,17.4,14.9,19.9,44324,41601,47047
16,7,ID,Bear Lake County,795,625,965,13.4,10.5,16.3,45504,41211,49797
16,9,ID,Benewah County,1418,1113,1723,15.7,12.3,19.1,46277,42763,49791
16,11,ID,Bingham County,6720,5442,7998,15,12.1,17.9,47292,44178,50406
16,13,ID,Blaine County,2262,1834,2690,10.6,8.6,12.6,63490,56735,70245
16,15,ID,Boise County,1057,842,1272,15.6,12.4,18.8,50874,45560,56188
16,17,ID,Bonner County,6686,5460,7912,16.2,13.2,19.2,45193,42226,48160
16,19,ID,Bonneville County,16643,14416,18870,15.5,13.4,17.6,51440,47799,55081
16,21,ID,Boundary County,1817,1439,2195,16.7,13.2,20.2,42720,38606,46834
16,23,ID,Butte County,385,294,476,14.8,11.3,18.3,42907,38301,47513
16,25,ID,Camas County,133,105,161,12.8,10.1,15.5,49569,44204,54934
16,27,ID,Canyon County,35950,31885,40015,18,16,20,43489,41318,45660
16,29,ID,Caribou County,778,612,944,11.5,9,14,55770,49989,61551
16,31,ID,Cassia County,3615,2937,4293,15.6,12.7,18.5,45078,40624,49532
16,33,ID,Clark County,150,118,182,17.3,13.7,20.9,45979,41001,50957
16,35,ID,Clearwater County,1308,1041,1575,16.6,13.2,20,41304,37393,45215
16,37,ID,Custer County,645,515,775,15.7,12.5,18.9,42704,38271,47137
16,39,ID,Elmore County,3656,2908,4404,14.4,11.4,17.4,45049,41375,48723
16,41,ID,Franklin County,1393,1103,1683,10.8,8.6,13,50545,45436,55654
16,43,ID,Fremont County,1872,1441,2303,15.1,11.6,18.6,45578,42663,48493
16,45,ID,Gem County,2645,2087,3203,15.9,12.6,19.2,41688,37623,45753
16,47,ID,Gooding County,2560,2051,3069,17.1,13.7,20.5,44669,40173,49165
16,49,ID,Idaho County,2565,2031,3099,16.3,12.9,19.7,39551,35956,43146
16,51,ID,Jefferson County,3093,2438,3748,11.5,9.1,13.9,52428,49237,55619
16,53,ID,Jerome County,3543,2800,4286,15.7,12.4,19,46513,42431,50595
16,55,ID,Kootenai County,18765,16062,21468,12.9,11,14.8,49061,46287,51835
16,57,ID,Latah County,7008,6148,7868,19.9,17.5,22.3,43482,39274,47690
16,59,ID,Lemhi County,1392,1108,1676,18.2,14.5,21.9,37869,34101,41637
16,61,ID,Lewis County,523,397,649,13.7,10.4,17,39918,36687,43149
16,63,ID,Lincoln County,742,579,905,14.1,11,17.2,44046,40155,47937
16,65,ID,Madison County,10050,8747,11353,27.1,23.6,30.6,36065,32847,39283
16,67,ID,Minidoka County,3403,2762,4044,16.8,13.6,20,46332,42054,50610
16,69,ID,Nez Perce County,5689,4807,6571,14.6,12.3,16.9,46214,42570,49858
16,71,ID,Oneida County,573,453,693,13.9,11,16.8,46503,41578,51428
16,73,ID,Owyhee County,2645,2252,3038,23.6,20.1,27.1,38478,34419,42537
16,75,ID,Payette County,3213,2473,3953,14.2,10.9,17.5,45533,41477,49589
16,77,ID,Power County,1183,902,1464,15.7,12,19.4,48048,43461,52635
16,79,ID,Shoshone County,2310,1836,2784,18.9,15,22.8,36577,33167,39987
16,81,ID,Teton County,1198,939,1457,11.6,9.1,14.1,57644,51704,63584
16,83,ID,Twin Falls County,11553,9508,13598,14.5,11.9,17.1,44236,40957,47515
16,85,ID,Valley County,1142,897,1387,11.7,9.2,14.2,49380,44123,54637
16,87,ID,Washington County,1757,1397,2117,17.8,14.2,21.4,35955,32225,39685
17,0,IL,Illinois,1802337,1778953,1825721,14.3,14.1,14.5,57458,57035,57881
17,1,IL,Adams County,9185,7583,10787,14.2,11.7,16.7,46061,43973,48149
17,3,IL,Alexander County,2491,2064,2918,35.6,29.5,41.7,30699,27413,33985
17,5,IL,Bond County,2463,2007,2919,16.2,13.2,19.2,49886,44911,54861
17,7,IL,Boone County,5447,4408,6486,10.2,8.3,12.1,58792,53534,64050
